X	Y	LS	lowCI	upCI	Xs	Ys	Len	Delay	P	PCC	Ppcc	SPCC	Pspcc	Dspcc	SCC	Pscc	SSCC	Psscc	Dsscc	Q	Qpcc	Qspcc	Qscc	Qsscc	Xi	Yi
k__Archaea;p__Crenarchaeota;c__MBGA	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia	-0.7054	-0.7054	-0.7054	1	1	18	0	0	-0.285225	0.251273	-0.285225	0.251273	0	-0.699381	0.001237	-0.699381	0.001237	0	0	0.605075	0.605075	0.015601	0.015601	2	36
k__Archaea;p__Crenarchaeota;c__MBGA	k__Bacteria;p__Bacteroidetes;c__Cytophagia	-0.731283	-0.731283	-0.731283	1	1	17	0	0	-0.435625	0.07076	-0.435625	0.07076	0	-0.688338	0.002136	-0.688338	0.002136	0	0	0.302705	0.302705	0.022687	0.022687	2	57
k__Archaea;p__Crenarchaeota;c__MBGA	k__Bacteria;p__Chloroflexi;Other	-0.759011	-0.759011	-0.759011	1	1	18	0	0	-0.162079	0.520519	-0.162079	0.520519	0	-0.788504	0.000101	-0.788504	0.000101	0	0	0.726348	0.726348	0.002714	0.002714	2	71
k__Archaea;p__Crenarchaeota;c__MBGA	k__Bacteria;p__GN02;c__BB34	-0.718528	-0.718528	-0.718528	3	3	15	0	0	-0.222588	0.374662	-0.222588	0.374662	0	-0.646503	0.003741	-0.646503	0.003741	0	0	0.687757	0.687757	0.032792	0.032792	2	107
k__Archaea;p__Crenarchaeota;c__MBGA	k__Bacteria;p__Planctomycetes;c__Phycisphaerae	-0.781826	-0.781826	-0.781826	1	1	18	0	0	-0.593646	0.009395	-0.593646	0.009395	0	-0.787816	0.000104	-0.787816	0.000104	0	0	0.071676	0.071676	0.002755	0.002755	2	146
k__Archaea;p__Crenarchaeota;c__MBGA	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	-0.83301	-0.83301	-0.83301	1	1	18	0	0	-0.512142	0.029789	-0.512142	0.029789	0	-0.822497	0.000024	-0.822497	0.000024	0	0	0.166748	0.166748	0.000896	0.000896	2	155
k__Archaea;p__Crenarchaeota;c__MBGA	k__Bacteria;p__Proteobacteria;c__TA18	-0.772936	-0.772936	-0.772936	1	1	18	0	0	-0.312543	0.206683	-0.312543	0.206683	0	-0.792979	0.000087	-0.792979	0.000087	0	0	0.557595	0.557595	0.002401	0.002401	2	159
k__Archaea;p__Crenarchaeota;c__MCG	k__Archaea;p__Euryarchaeota;c__Methanobacteria	0.836178	0.836178	0.836178	1	1	18	0	0	0.913219	0	0.913219	0	0	0.837302	0.000015	0.837302	0.000015	0	0	0.000008	0.000008	0.000624	0.000624	3	6
k__Archaea;p__Crenarchaeota;c__MCG	k__Bacteria;p__Acidobacteria;c__BPC102	0.856983	0.856983	0.856983	1	1	18	0	0	0.931776	0	0.931776	0	0	0.865256	0.000004	0.865256	0.000004	0	0	0.000002	0.000002	0.00023	0.00023	3	21
k__Archaea;p__Crenarchaeota;c__MCG	k__Bacteria;p__Acidobacteria;c__Holophagae	0.758148	0.758148	0.758148	1	1	18	0	0	0.81059	0.000045	0.81059	0.000045	0	0.754776	0.000294	0.754776	0.000294	0	0	0.001097	0.001097	0.005683	0.005683	3	25
k__Archaea;p__Crenarchaeota;c__MCG	k__Bacteria;p__Actinobacteria;c__OPB41	0.864729	0.864729	0.864729	1	1	18	0	0	0.919512	0	0.919512	0	0	0.832645	0.000018	0.832645	0.000018	0	0	0.000005	0.000005	0.00072	0.00072	3	39
k__Archaea;p__Crenarchaeota;c__MCG	k__Bacteria;p__Armatimonadetes;c__SJA-176	0.857041	0.857041	0.857041	1	1	18	0	0	0.959455	0	0.959455	0	0	0.849768	0.000008	0.849768	0.000008	0	0	0	0	0.000397	0.000397	3	47
k__Archaea;p__Crenarchaeota;c__MCG	k__Bacteria;p__BRC1;c__PRR-11	0.799168	0.799168	0.799168	1	1	18	0	0	0.803351	0.000059	0.803351	0.000059	0	0.808786	0.000048	0.808786	0.000048	0	0	0.001385	0.001385	0.001552	0.001552	3	51
k__Archaea;p__Crenarchaeota;c__MCG	k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.836557	0.836557	0.836557	1	1	18	0	0	0.927141	0	0.927141	0	0	0.851833	0.000007	0.851833	0.000007	0	0	0.000003	0.000003	0.000372	0.000372	3	56
k__Archaea;p__Crenarchaeota;c__MCG	k__Bacteria;p__Chlorobi;c__Ignavibacteria	0.847994	0.847994	0.847994	1	1	18	0	0	0.936479	0	0.936479	0	0	0.859061	0.000005	0.859061	0.000005	0	0	0.000001	0.000001	0.000286	0.000286	3	68
k__Archaea;p__Crenarchaeota;c__MCG	k__Bacteria;p__Chlorobi;c__SJA-28	0.846836	0.846836	0.846836	1	1	18	0	0	0.951408	0	0.951408	0	0	0.84667	0.000009	0.84667	0.000009	0	0	0	0	0.000456	0.000456	3	70
k__Archaea;p__Crenarchaeota;c__MCG	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	0.743891	0.743891	0.743891	1	1	18	0	0	0.702436	0.001152	0.702436	0.001152	0	0.771576	0.000177	0.771576	0.000177	0	0	0.014301	0.014301	0.004003	0.004003	3	76
k__Archaea;p__Crenarchaeota;c__MCG	k__Bacteria;p__Fibrobacteres;c__TG3	0.725783	0.725783	0.725783	1	1	18	0	0	0.875329	0.000002	0.875329	0.000002	0	0.738596	0.000464	0.738596	0.000464	0	0	0.000085	0.000085	0.008053	0.008053	3	101
k__Archaea;p__Crenarchaeota;c__MCG	k__Bacteria;p__Firmicutes;c__Clostridia	0.808558	0.808558	0.808558	1	1	18	0	0	0.879168	0.000002	0.879168	0.000002	0	0.787816	0.000104	0.787816	0.000104	0	0	0.00007	0.00007	0.002755	0.002755	3	103
k__Archaea;p__Crenarchaeota;c__MCG	k__Bacteria;p__GN04;c__GN15	0.738223	0.738223	0.738223	2	2	17	0	0	0.529779	0.023743	0.529779	0.023743	0	0.741736	0.000426	0.741736	0.000426	0	0	0.142112	0.142112	0.007569	0.007569	3	111
k__Archaea;p__Crenarchaeota;c__MCG	k__Bacteria;p__NC10;c__12-24	0.819073	0.819073	0.819073	1	1	18	0	0	0.850322	0.000008	0.850322	0.000008	0	0.852273	0.000007	0.852273	0.000007	0	0	0.000266	0.000266	0.000365	0.000365	3	122
k__Archaea;p__Crenarchaeota;c__MCG	k__Bacteria;p__Planctomycetes;c__ODP123	0.798125	0.798125	0.798125	1	1	18	0	0	0.803165	0.00006	0.803165	0.00006	0	0.835312	0.000016	0.835312	0.000016	0	0	0.001386	0.001386	0.000658	0.000658	3	144
k__Archaea;p__Crenarchaeota;c__MCG	k__Bacteria;p__WS4;c__	0.791207	0.791207	0.791207	1	1	18	0	0	0.840478	0.000013	0.840478	0.000013	0	0.82429	0.000026	0.82429	0.000026	0	0	0.000386	0.000386	0.000939	0.000939	3	182
k__Archaea;p__Crenarchaeota;c__MCG	k__Bacteria;p__WWE1;c__[Cloacamonae]	0.784794	0.784794	0.784794	1	1	18	0	0	0.92995	0	0.92995	0	0	0.72591	0.000648	0.72591	0.000648	0	0	0.000002	0.000002	0.01015	0.01015	3	184
k__Archaea;p__Crenarchaeota;c__Thermoprotei	k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria]	-0.904414	-0.904414	-0.904414	2	2	17	0	0	-0.177572	0.480859	-0.177572	0.480859	0	-0.912191	0	-0.912191	0	0	0	0.715956	0.715956	0.000016	0.000016	5	177
k__Archaea;p__Crenarchaeota;c__Thermoprotei	Temperature	0.720747	0.720747	0.720747	2	2	17	0	0	0.207255	0.409258	0.207255	0.409258	0	0.700258	0.001212	0.700258	0.001212	0	0	0.696785	0.696785	0.015371	0.015371	5	187
k__Archaea;p__Euryarchaeota;c__Methanobacteria	k__Bacteria;p__Acidobacteria;c__BPC102	0.847949	0.847949	0.847949	1	1	18	0	0	0.871139	0.000003	0.871139	0.000003	0	0.866254	0.000003	0.866254	0.000003	0	0	0.000106	0.000106	0.000218	0.000218	6	21
k__Archaea;p__Euryarchaeota;c__Methanobacteria	k__Bacteria;p__Acidobacteria;c__Holophagae	0.795638	0.795638	0.795638	1	1	18	0	0	0.786415	0.000109	0.786415	0.000109	0	0.818064	0.000034	0.818064	0.000034	0	0	0.002204	0.002204	0.001149	0.001149	6	25
k__Archaea;p__Euryarchaeota;c__Methanobacteria	k__Bacteria;p__Actinobacteria;c__OPB41	0.836682	0.836682	0.836682	1	1	18	0	0	0.885477	0.000001	0.885477	0.000001	0	0.861997	0.000004	0.861997	0.000004	0	0	0.000049	0.000049	0.000251	0.000251	6	39
k__Archaea;p__Euryarchaeota;c__Methanobacteria	k__Bacteria;p__Armatimonadetes;c__SHA-37	0.848841	0.848841	0.848841	1	1	18	0	0	0.885159	0.000001	0.885159	0.000001	0	0.875999	0.000002	0.875999	0.000002	0	0	0.00005	0.00005	0.000138	0.000138	6	46
k__Archaea;p__Euryarchaeota;c__Methanobacteria	k__Bacteria;p__Armatimonadetes;c__SJA-176	0.838878	0.838878	0.838878	1	1	18	0	0	0.927391	0	0.927391	0	0	0.8545	0.000006	0.8545	0.000006	0	0	0.000002	0.000002	0.000341	0.000341	6	47
k__Archaea;p__Euryarchaeota;c__Methanobacteria	k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.826795	0.826795	0.826795	1	1	18	0	0	0.850958	0.000008	0.850958	0.000008	0	0.849799	0.000008	0.849799	0.000008	0	0	0.000259	0.000259	0.000397	0.000397	6	56
k__Archaea;p__Euryarchaeota;c__Methanobacteria	k__Bacteria;p__Chlorobi;c__Ignavibacteria	0.826795	0.826795	0.826795	1	1	18	0	0	0.873766	0.000002	0.873766	0.000002	0	0.849799	0.000008	0.849799	0.000008	0	0	0.000093	0.000093	0.000397	0.000397	6	68
k__Archaea;p__Euryarchaeota;c__Methanobacteria	k__Bacteria;p__Chlorobi;c__SJA-28	0.815475	0.815475	0.815475	1	1	18	0	0	0.898409	0	0.898409	0	0	0.808661	0.000049	0.808661	0.000049	0	0	0.000023	0.000023	0.001555	0.001555	6	70
k__Archaea;p__Euryarchaeota;c__Methanobacteria	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	0.782967	0.782967	0.782967	1	1	18	0	0	0.728011	0.000614	0.728011	0.000614	0	0.815379	0.000037	0.815379	0.000037	0	0	0.008781	0.008781	0.001268	0.001268	6	76
k__Archaea;p__Euryarchaeota;c__Methanobacteria	k__Bacteria;p__Fibrobacteres;c__TG3	0.737538	0.737538	0.737538	1	1	18	0	0	0.701253	0.001184	0.701253	0.001184	0	0.736276	0.000494	0.736276	0.000494	0	0	0.014642	0.014642	0.008349	0.008349	6	101
k__Archaea;p__Euryarchaeota;c__Methanobacteria	k__Bacteria;p__Firmicutes;c__Clostridia	0.836805	0.836805	0.836805	1	1	18	0	0	0.858677	0.000005	0.858677	0.000005	0	0.853325	0.000007	0.853325	0.000007	0	0	0.000187	0.000187	0.000355	0.000355	6	103
k__Archaea;p__Euryarchaeota;c__Methanobacteria	k__Bacteria;p__NC10;c__12-24	0.797213	0.797213	0.797213	1	1	18	0	0	0.760941	0.000245	0.760941	0.000245	0	0.842006	0.000012	0.842006	0.000012	0	0	0.004276	0.004276	0.000541	0.000541	6	122
k__Archaea;p__Euryarchaeota;c__Methanobacteria	k__Bacteria;p__NC10;c__wb1-A12	0.747043	0.747043	0.747043	1	1	18	0	0	0.823523	0.000027	0.823523	0.000027	0	0.692048	0.001461	0.692048	0.001461	0	0	0.000703	0.000703	0.017419	0.017419	6	123
k__Archaea;p__Euryarchaeota;c__Methanobacteria	k__Bacteria;p__Planctomycetes;c__ODP123	0.772068	0.772068	0.772068	1	1	18	0	0	0.696091	0.001334	0.696091	0.001334	0	0.835694	0.000016	0.835694	0.000016	0	0	0.015971	0.015971	0.000655	0.000655	6	144
k__Archaea;p__Euryarchaeota;c__Methanobacteria	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	0.675865	0.675865	0.675865	1	1	17	0	0	0.297511	0.230527	0.297511	0.230527	0	0.599047	0.008612	0.599047	0.008612	0	0	0.583169	0.583169	0.054897	0.054897	6	157
k__Archaea;p__Euryarchaeota;c__Methanobacteria	k__Bacteria;p__WS4;c__	0.80893	0.80893	0.80893	1	1	18	0	0	0.817961	0.000034	0.817961	0.000034	0	0.857148	0.000006	0.857148	0.000006	0	0	0.000857	0.000857	0.000304	0.000304	6	182
k__Archaea;p__Euryarchaeota;c__Methanobacteria	k__Bacteria;p__WWE1;c__[Cloacamonae]	0.78868	0.78868	0.78868	1	1	18	0	0	0.838685	0.000014	0.838685	0.000014	0	0.752615	0.000313	0.752615	0.000313	0	0	0.00041	0.00041	0.00598	0.00598	6	184
k__Bacteria;p__;c__	k__Bacteria;p__Chloroflexi;c__Thermomicrobia	0.767628	0.767628	0.767628	1	1	16	0	0	0.481076	0.043264	0.481076	0.043264	0	0.771556	0.000177	0.771556	0.000177	0	0	0.216459	0.216459	0.004003	0.004003	11	86
k__Bacteria;p__Acidobacteria;c__	k__Bacteria;p__Acidobacteria;c__Acidobacteria-6	0.827478	0.827478	0.827478	1	1	18	0	0	0.966504	0	0.966504	0	0	0.80805	0.000062	0.80805	0.000062	0	0	0	0	0.001878	0.001878	15	19
k__Bacteria;p__Acidobacteria;c__	k__Bacteria;p__Acidobacteria;c__PAUC37f	0.840363	0.840363	0.840363	1	1	18	0	0	0.930771	0	0.930771	0	0	0.884417	0	0.884417	0	0	0	0.000002	0.000002	0	0	15	27
k__Bacteria;p__Acidobacteria;c__	k__Bacteria;p__Acidobacteria;c__RB25	0.790997	0.790997	0.790997	1	1	18	0	0	0.98611	0	0.98611	0	0	0.837377	0.000015	0.837377	0.000015	0	0	0	0	0.000624	0.000624	15	28
k__Bacteria;p__Acidobacteria;c__	k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria]	0.717549	0.717549	0.717549	1	1	18	0	0	0.403263	0.097032	0.403263	0.097032	0	0.721362	0.001048	0.721362	0.001048	0	0	0.372779	0.372779	0.013906	0.013906	15	33
k__Bacteria;p__Acidobacteria;c__	k__Bacteria;p__Acidobacteria;c__iii1-8	0.756261	0.756261	0.756261	1	1	18	0	0	0.906947	0	0.906947	0	0	0.744066	0.000598	0.744066	0.000598	0	0	0.000013	0.000013	0.009598	0.009598	15	34
k__Bacteria;p__Acidobacteria;c__	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia	0.793319	0.793319	0.793319	1	1	18	0	0	0.980893	0	0.980893	0	0	0.783058	0.000122	0.783058	0.000122	0	0	0	0	0.003076	0.003076	15	36
k__Bacteria;p__Acidobacteria;c__	k__Bacteria;p__Bacteroidetes;c__Cytophagia	0.743111	0.743111	0.743111	1	1	17	0	0	0.871484	0.000002	0.871484	0.000002	0	0.696594	0.001804	0.696594	0.001804	0	0	0.000104	0.000104	0.020326	0.020326	15	57
k__Bacteria;p__Acidobacteria;c__	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	0.795304	0.795304	0.795304	1	1	18	0	0	0.668891	0.002403	0.668891	0.002403	0	0.836945	0.000001	0.836945	0.000001	0	0	0.025207	0.025207	0.000105	0.000105	15	58
k__Bacteria;p__Acidobacteria;c__	k__Bacteria;p__Chlorobi;c__BSV26	0.784245	0.784245	0.784245	1	1	18	0	0	0.179555	0.475892	0.179555	0.475892	0	0.847265	0	0.847265	0	0	0	0.715956	0.715956	0	0	15	67
k__Bacteria;p__Acidobacteria;c__	k__Bacteria;p__Chloroflexi;Other	0.79769	0.79769	0.79769	1	1	18	0	0	0.719829	0.000757	0.719829	0.000757	0	0.818027	0.000034	0.818027	0.000034	0	0	0.010361	0.010361	0.001149	0.001149	15	71
k__Bacteria;p__Acidobacteria;c__	k__Bacteria;p__Chloroflexi;c__Ellin6529	0.802182	0.802182	0.802182	1	1	18	0	0	0.809637	0.000047	0.809637	0.000047	0	0.847703	0.000009	0.847703	0.000009	0	0	0.001131	0.001131	0.000435	0.000435	15	77
k__Bacteria;p__Acidobacteria;c__	k__Bacteria;p__Chloroflexi;c__Gitt-GS-136	0.733137	0.733137	0.733137	1	1	18	0	0	0.654249	0.003222	0.654249	0.003222	0	0.785751	0.000111	0.785751	0.000111	0	0	0.031245	0.031245	0.002887	0.002887	15	78
k__Bacteria;p__Acidobacteria;c__	k__Bacteria;p__Chloroflexi;c__P2-11E	0.800085	0.800085	0.800085	1	1	18	0	0	0.971954	0	0.971954	0	0	0.80251	0.000061	0.80251	0.000061	0	0	0	0	0.001856	0.001856	15	80
k__Bacteria;p__Acidobacteria;c__	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes	0.755098	0.755098	0.755098	1	1	18	0	0	0.801832	0.000063	0.801832	0.000063	0	0.711042	0.001324	0.711042	0.001324	0	0	0.00144	0.00144	0.016318	0.016318	15	119
k__Bacteria;p__Acidobacteria;c__	k__Bacteria;p__Planctomycetes;c__	0.791562	0.791562	0.791562	1	1	18	0	0	0.772732	0.00017	0.772732	0.00017	0	0.806819	0.000052	0.806819	0.000052	0	0	0.003191	0.003191	0.001639	0.001639	15	140
k__Bacteria;p__Acidobacteria;c__	k__Bacteria;p__Planctomycetes;c__C6	0.811318	0.811318	0.811318	1	1	18	0	0	0.886058	0.000001	0.886058	0.000001	0	0.790914	0.000093	0.790914	0.000093	0	0	0.000048	0.000048	0.002543	0.002543	15	143
k__Bacteria;p__Acidobacteria;c__	k__Bacteria;p__Planctomycetes;c__OM190	0.839502	0.839502	0.839502	1	1	18	0	0	0.90797	0	0.90797	0	0	0.876161	0	0.876161	0	0	0	0.000012	0.000012	0	0	15	145
k__Bacteria;p__Acidobacteria;c__	k__Bacteria;p__Planctomycetes;c__Pla3	0.787478	0.787478	0.787478	1	1	18	0	0	0.7011	0.001189	0.7011	0.001189	0	0.870868	0.000003	0.870868	0.000003	0	0	0.014683	0.014683	0.000175	0.000175	15	147
k__Bacteria;p__Acidobacteria;c__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.85383	0.85383	0.85383	1	1	18	0	0	0.832125	0.000018	0.832125	0.000018	0	0.843137	0	0.843137	0	0	0	0.000517	0.000517	0	0	15	155
k__Bacteria;p__Acidobacteria;c__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	0.737626	0.737626	0.737626	1	1	18	0	0	0.283587	0.254125	0.283587	0.254125	0	0.789474	0.000144	0.789474	0.000144	0	0	0.606893	0.606893	0.003484	0.003484	15	156
k__Bacteria;p__Acidobacteria;c__	k__Bacteria;p__Spirochaetes;c__[Leptospirae]	0.699543	0.699543	0.699543	1	1	17	0	0	0.672294	0.002239	0.672294	0.002239	0	0.715246	0.000848	0.715246	0.000848	0	0	0.023929	0.023929	0.012016	0.012016	15	166
k__Bacteria;p__Acidobacteria;c__	k__Bacteria;p__Verrucomicrobia;c__Verruco-5	0.784113	0.784113	0.784113	1	1	18	0	0	0.708151	0.001007	0.708151	0.001007	0	0.800018	0.000067	0.800018	0.000067	0	0	0.012884	0.012884	0.002005	0.002005	15	173
k__Bacteria;p__Acidobacteria;c__	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	0.844259	0.844259	0.844259	1	1	18	0	0	0.971762	0	0.971762	0	0	0.865256	0.000004	0.865256	0.000004	0	0	0	0	0.00023	0.00023	15	174
k__Bacteria;p__Acidobacteria;c__	k__Bacteria;p__WS3;c__PRR-12	0.87693	0.87693	0.87693	1	1	18	0	0	0.964186	0	0.964186	0	0	0.903459	0	0.903459	0	0	0	0	0	0.00003	0.00003	15	181
k__Bacteria;p__Acidobacteria;c__AT-s54	k__Bacteria;p__Acidobacteria;c__PAUC37f	0.745112	0.745112	0.745112	2	2	16	0	0	0.947177	0	0.947177	0	0	0.664023	0.002654	0.664023	0.002654	0	0	0	0	0.026274	0.026274	17	27
k__Bacteria;p__Acidobacteria;c__AT-s54	k__Bacteria;p__Acidobacteria;c__RB25	0.744873	0.744873	0.744873	2	2	16	0	0	0.912686	0	0.912686	0	0	0.660443	0.002851	0.660443	0.002851	0	0	0.000009	0.000009	0.027573	0.027573	17	28
k__Bacteria;p__Acidobacteria;c__AT-s54	k__Bacteria;p__Acidobacteria;c__S035	0.737692	0.737692	0.737692	2	2	16	0	0	0.798644	0.000071	0.798644	0.000071	0	0.677444	0.00201	0.677444	0.00201	0	0	0.001574	0.001574	0.021895	0.021895	17	29
k__Bacteria;p__Acidobacteria;c__AT-s54	k__Bacteria;p__Actinobacteria;c__MB-A2-108	0.748645	0.748645	0.748645	2	2	16	0	0	0.839096	0.000013	0.839096	0.000013	0	0.691473	0.00148	0.691473	0.00148	0	0	0.000404	0.000404	0.017594	0.017594	17	38
k__Bacteria;p__Acidobacteria;c__AT-s54	k__Bacteria;p__Chloroflexi;Other	0.871456	0.871456	0.871456	2	2	16	0	0	0.974437	0	0.974437	0	0	0.761121	0.000244	0.761121	0.000244	0	0	0	0	0.004979	0.004979	17	71
k__Bacteria;p__Acidobacteria;c__AT-s54	k__Bacteria;p__Chloroflexi;c__Chloroflexi	0.745428	0.745428	0.745428	2	2	16	0	0	0.960392	0	0.960392	0	0	0.692188	0.001457	0.692188	0.001457	0	0	0	0	0.017411	0.017411	17	75
k__Bacteria;p__Acidobacteria;c__AT-s54	k__Bacteria;p__Chloroflexi;c__Ellin6529	0.777516	0.777516	0.777516	2	2	16	0	0	0.868011	0.000003	0.868011	0.000003	0	0.736296	0.000494	0.736296	0.000494	0	0	0.000122	0.000122	0.008349	0.008349	17	77
k__Bacteria;p__Acidobacteria;c__AT-s54	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria	-0.722331	-0.722331	-0.722331	1	1	17	0	0	-0.378958	0.120933	-0.378958	0.120933	0	-0.68363	0.00176	-0.68363	0.00176	0	0	0.424366	0.424366	0.020042	0.020042	17	79
k__Bacteria;p__Acidobacteria;c__AT-s54	k__Bacteria;p__Chloroflexi;c__P2-11E	0.852105	0.852105	0.852105	2	2	16	0	0	0.868293	0.000003	0.868293	0.000003	0	0.765721	0.000212	0.765721	0.000212	0	0	0.000121	0.000121	0.004533	0.004533	17	80
k__Bacteria;p__Acidobacteria;c__AT-s54	k__Bacteria;p__GN02;c__BB34	0.882198	0.882198	0.882198	3	3	16	0	0	0.831429	0.000019	0.831429	0.000019	0	0.818869	0.000032	0.818869	0.000032	0	0	0.00053	0.00053	0.001129	0.001129	17	107
k__Bacteria;p__Acidobacteria;c__AT-s54	k__Bacteria;p__Nitrospirae;c__Nitrospira	0.724172	0.724172	0.724172	2	2	16	0	0	0.616744	0.006407	0.616744	0.006407	0	0.68363	0.00176	0.68363	0.00176	0	0	0.053449	0.053449	0.020042	0.020042	17	126
k__Bacteria;p__Acidobacteria;c__AT-s54	k__Bacteria;p__Planctomycetes;c__	0.765008	0.765008	0.765008	2	2	16	0	0	0.968233	0	0.968233	0	0	0.703964	0.001112	0.703964	0.001112	0	0	0	0	0.014396	0.014396	17	140
k__Bacteria;p__Acidobacteria;c__AT-s54	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.756391	0.756391	0.756391	2	2	16	0	0	0.834961	0.000016	0.834961	0.000016	0	0.667945	0.00245	0.667945	0.00245	0	0	0.000466	0.000466	0.024844	0.024844	17	155
k__Bacteria;p__Acidobacteria;c__AT-s54	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	0.721521	0.721521	0.721521	2	2	16	0	0	0.800285	0.000067	0.800285	0.000067	0	0.63821	0.00437	0.63821	0.00437	0	0	0.001511	0.001511	0.0362	0.0362	17	174
k__Bacteria;p__Acidobacteria;c__Acidobacteria-5	k__Bacteria;p__Acidobacteria;c__Acidobacteria-6	0.834075	0.834075	0.834075	1	1	18	0	0	0.840619	0.000013	0.840619	0.000013	0	0.869969	0	0.869969	0	0	0	0.000385	0.000385	0	0	18	19
k__Bacteria;p__Acidobacteria;c__Acidobacteria-5	k__Bacteria;p__Acidobacteria;c__RB25	0.79743	0.79743	0.79743	1	1	18	0	0	0.788693	0.0001	0.788693	0.0001	0	0.806402	0.000053	0.806402	0.000053	0	0	0.002095	0.002095	0.001657	0.001657	18	28
k__Bacteria;p__Acidobacteria;c__Acidobacteria-5	k__Bacteria;p__Acidobacteria;c__iii1-8	0.797678	0.797678	0.797678	1	1	18	0	0	0.819566	0.000032	0.819566	0.000032	0	0.803922	0.000077	0.803922	0.000077	0	0	0.000806	0.000806	0.002227	0.002227	18	34
