var1	var2	LS	lowCI	upCI	Xs	Ys	Len	Delay	pvalue	PCC	Ppcc	SPCC	Pspcc	Dspcc	SCC	Pscc	SSCC	Psscc	Dsscc	qvalue	Qpcc	Qspcc	Qscc	Qsscc	Xi	Yi
k__Archaea;p__Crenarchaeota;c__MBGA;o__;f__	k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__	-0.724283	-0.724283	-0.724283	1	1	18	0	0	-0.3069	0.215437	-0.3069	0.215437	0	-0.733197	0.000536	-0.733197	0.000536	0	0	0.669042	0.669042	0.012427	0.012427	3	38
k__Archaea;p__Crenarchaeota;c__MBGA;o__;f__	k__Bacteria;p__Acidobacteria;c__TM1;o__;f__	0.882252	0.882252	0.882252	2	2	17	0	0	0.923068	0	0.923068	0	0	0.846951	0.000009	0.846951	0.000009	0	0	0.000005	0.000005	0.000666	0.000666	3	67
k__Archaea;p__Crenarchaeota;c__MBGA;o__;f__	k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Sphaerobacterales;f__	0.715944	0.715944	0.715944	1	1	18	0	0	0.141749	0.574755	0.141749	0.574755	0	0.789256	0.000099	0.789256	0.000099	0	0	0.78426	0.78426	0.003854	0.003854	3	278
k__Archaea;p__Crenarchaeota;c__MBGA;o__;f__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Natranaerobiales;f__Anaerobrancaceae	-0.701052	-0.701052	-0.701052	6	6	13	0	0	-0.223764	0.372077	-0.223764	0.372077	0	-0.644659	0.003874	-0.644659	0.003874	0	0	0.780782	0.780782	0.046652	0.046652	3	350
k__Archaea;p__Crenarchaeota;c__MBGA;o__;f__	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101;f__	-0.784793	-0.784793	-0.784793	5	5	14	0	0	-0.572407	0.013046	-0.572407	0.013046	0	-0.743538	0.000405	-0.743538	0.000405	0	0	0.108005	0.108005	0.01028	0.01028	3	430
k__Archaea;p__Crenarchaeota;c__MBGA;o__;f__	k__Bacteria;p__Proteobacteria;c__TA18;o__PHOS-HD29;f__	-0.801163	-0.801163	-0.801163	2	2	17	0	0	-0.335426	0.173596	-0.335426	0.173596	0	-0.774328	0.000162	-0.774328	0.000162	0	0	0.609093	0.609093	0.005478	0.005478	3	603
k__Archaea;p__Crenarchaeota;c__MBGA;o__;f__	k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__Methylacidiphilales;f__Methylacidiphilaceae	0.659521	0.659521	0.659521	1	1	18	0	0	0.400844	0.099245	0.400844	0.099245	0	0.641475	0.004113	0.641475	0.004113	0	0	0.446304	0.446304	0.048533	0.048533	3	631
k__Archaea;p__Crenarchaeota;c__MBGA;o__;f__	k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__	-0.784065	-0.784065	-0.784065	5	5	14	0	0	-0.500753	0.034285	-0.500753	0.034285	0	-0.739402	0.000454	-0.739402	0.000454	0	0	0.219089	0.219089	0.011096	0.011096	3	635
k__Archaea;p__Crenarchaeota;c__MBGA;o__;f__	k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__Ellin515	-0.726334	-0.726334	-0.726334	1	1	18	0	0	-0.414909	0.086878	-0.414909	0.086878	0	-0.75388	0.000302	-0.75388	0.000302	0	0	0.41146	0.41146	0.008448	0.008448	3	636
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__YNPFFA;f__SK322	0.799574	0.799574	0.799574	7	7	12	0	0	0.265956	0.286102	0.265956	0.286102	0	0.789449	0.000098	0.789449	0.000098	0	0	0.73845	0.73845	0.003839	0.003839	4	16
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__	k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__	-0.732211	-0.732211	-0.732211	1	1	18	0	0	-0.376852	0.123184	-0.376852	0.123184	0	-0.729618	0.000861	-0.729618	0.000861	0	0	0.50682	0.50682	0.017216	0.017216	4	38
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__	0.745195	0.745195	0.745195	6	6	13	0	0	0.271396	0.275986	0.271396	0.275986	0	0.737026	0.000484	0.737026	0.000484	0	0	0.731029	0.731029	0.011612	0.011612	4	42
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__	k__Bacteria;p__Acidobacteria;c__TM1;o__;f__	0.937911	0.937911	0.937911	5	5	14	0	0	0.907405	0	0.907405	0	0	0.933953	0	0.933953	0	0	0	0.000015	0.000015	0	0	4	67
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Thermogemmatisporales;f__Thermogemmatisporaceae	0.757372	0.757372	0.757372	1	1	18	0	0	0.584735	0.010811	0.584735	0.010811	0	0.752322	0.000479	0.752322	0.000479	0	0	0.093856	0.093856	0.011526	0.011526	4	257
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__	k__Bacteria;p__Chloroflexi;c__TK10;o__;f__	-0.696675	-0.696675	-0.696675	1	1	17	0	0	-0.245987	0.325146	-0.245987	0.325146	0	-0.703937	0.001112	-0.703937	0.001112	0	0	0.761689	0.761689	0.020442	0.020442	4	263
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__	k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__258ds10;f__	-0.844614	-0.844614	-0.844614	2	2	16	0	0	-0.307089	0.215139	-0.307089	0.215139	0	-0.779959	0.000135	-0.779959	0.000135	0	0	0.668766	0.668766	0.004827	0.004827	4	306
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__	k__Bacteria;p__GN02;c__BB34;o__;f__	-0.701597	-0.701597	-0.701597	3	3	15	0	0	-0.297167	0.231092	-0.297167	0.231092	0	-0.646503	0.003741	-0.646503	0.003741	0	0	0.687626	0.687626	0.045551	0.045551	4	357
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__	k__Bacteria;p__Planctomycetes;c__Pla4;o__;f__	-0.742304	-0.742304	-0.742304	8	8	8	0	0	-0.414514	0.087209	-0.414514	0.087209	0	-0.611971	0.008185	-0.611971	0.008185	0	0	0.41246	0.41246	0.073869	0.073869	4	433
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MND1;f__	-0.830961	-0.830961	-0.830961	1	1	18	0	0	-0.341822	0.165028	-0.341822	0.165028	0	-0.839009	0	-0.839009	0	0	0	0.594246	0.594246	0	0	4	497
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__	-0.683504	-0.683504	-0.683504	1	1	17	0	0	-0.711726	0.000924	-0.711726	0.000924	0	-0.642931	0.004946	-0.642931	0.004946	0	0	0.014399	0.014399	0.054242	0.054242	4	535
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Acidobacteria;c__BPC102;o__B110;f__	0.876657	0.876657	0.876657	1	1	18	0	0	0.930993	0	0.930993	0	0	0.899329	0	0.899329	0	0	0	0.000002	0.000002	0.000055	0.000055	7	46
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Acidobacteria;c__BPC102;o__MVS-40;f__	0.897628	0.897628	0.897628	1	1	18	0	0	0.913575	0	0.913575	0	0	0.889004	0.000001	0.889004	0.000001	0	0	0.00001	0.00001	0.000101	0.000101	7	47
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae	0.783082	0.783082	0.783082	1	1	18	0	0	0.811436	0.000044	0.811436	0.000044	0	0.782654	0.000123	0.782654	0.000123	0	0	0.001269	0.001269	0.004536	0.004536	7	52
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae	0.834289	0.834289	0.834289	1	1	18	0	0	0.304318	0.219521	0.304318	0.219521	0	0.859876	0.000005	0.859876	0.000005	0	0	0.673666	0.673666	0.000404	0.000404	7	95
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae	0.719131	0.719131	0.719131	1	1	15	0	0	0.660537	0.002846	0.660537	0.002846	0	0.579752	0.011674	0.579752	0.011674	0	0	0.034053	0.034053	0.09137	0.09137	7	113
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Actinobacteria;c__OPB41;o__;f__	0.876552	0.876552	0.876552	1	1	18	0	0	0.919552	0	0.919552	0	0	0.852273	0.000007	0.852273	0.000007	0	0	0.000006	0.000006	0.00054	0.00054	7	127
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Armatimonadetes;c__SHA-37;o__;f__	0.765809	0.765809	0.765809	1	1	18	0	0	0.806347	0.000053	0.806347	0.000053	0	0.769531	0.000188	0.769531	0.000188	0	0	0.001487	0.001487	0.006104	0.006104	7	145
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Armatimonadetes;c__SJA-176;o__GAB-B06;f__	0.826069	0.826069	0.826069	1	1	18	0	0	0.926408	0	0.926408	0	0	0.869318	0.000003	0.869318	0.000003	0	0	0.000003	0.000003	0.00027	0.00027	7	146
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__BRC1;c__PRR-11;o__;f__	0.805103	0.805103	0.805103	1	1	18	0	0	0.800571	0.000066	0.800571	0.000066	0	0.816021	0.000036	0.816021	0.000036	0	0	0.001763	0.001763	0.00186	0.00186	7	153
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__	0.850426	0.850426	0.850426	1	1	18	0	0	0.927461	0	0.927461	0	0	0.870418	0.000003	0.870418	0.000003	0	0	0.000003	0.000003	0.000258	0.000258	7	159
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	0.757154	0.757154	0.757154	1	1	18	0	0	0.912258	0	0.912258	0	0	0.819122	0.000032	0.819122	0.000032	0	0	0.000011	0.000011	0.001686	0.001686	7	160
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__SB-1	0.829648	0.829648	0.829648	1	1	18	0	0	0.887579	0.000001	0.887579	0.000001	0	0.827052	0.000023	0.827052	0.000023	0	0	0.000052	0.000052	0.001308	0.001308	7	168
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Saprospiraceae	0.850231	0.850231	0.850231	1	1	18	0	0	0.931022	0	0.931022	0	0	0.868353	0.000003	0.868353	0.000003	0	0	0.000002	0.000002	0.000283	0.000283	7	187
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Chlorobi;c__BSV26;o__PK329;f__	0.7243	0.7243	0.7243	1	1	18	0	0	0.239584	0.338294	0.239584	0.338294	0	0.737223	0.000481	0.737223	0.000481	0	0	0.767694	0.767694	0.01156	0.01156	7	202
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Chlorobi;c__BSV26;o__VC38;f__	0.77334	0.77334	0.77334	1	1	18	0	0	0.279842	0.26072	0.279842	0.26072	0	0.819215	0.000032	0.819215	0.000032	0	0	0.71798	0.71798	0.001681	0.001681	7	203
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;Other	0.773561	0.773561	0.773561	1	1	18	0	0	0.704518	0.001097	0.704518	0.001097	0	0.832472	0.000018	0.832472	0.000018	0	0	0.016469	0.016469	0.001097	0.001097	7	204
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae	0.90124	0.90124	0.90124	1	1	18	0	0	0.941112	0	0.941112	0	0	0.896231	0	0.896231	0	0	0	0.000001	0.000001	0.000067	0.000067	7	206
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__	0.864712	0.864712	0.864712	1	1	18	0	0	0.952483	0	0.952483	0	0	0.863191	0.000004	0.863191	0.000004	0	0	0	0	0.000351	0.000351	7	210
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae	0.885092	0.885092	0.885092	1	1	18	0	0	0.919558	0	0.919558	0	0	0.902427	0	0.902427	0	0	0	0.000006	0.000006	0.000046	0.000046	7	217
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__GCA004;f__	0.859485	0.859485	0.859485	1	1	18	0	0	0.917218	0	0.917218	0	0	0.896231	0	0.896231	0	0	0	0.000007	0.000007	0.000067	0.000067	7	222
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__	-0.704052	-0.704052	-0.704052	1	1	18	0	0	-0.580372	0.011564	-0.580372	0.011564	0	-0.71967	0.00076	-0.71967	0.00076	0	0	0.098751	0.098751	0.01578	0.01578	7	268
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Fibrobacteres;c__TG3;o__TG3-1;f__TSCOR003-O20	0.708676	0.708676	0.708676	1	1	18	0	0	0.869264	0.000003	0.869264	0.000003	0	0.728222	0.000611	0.728222	0.000611	0	0	0.000136	0.000136	0.013572	0.013572	7	308
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Firmicutes;c__Clostridia;Other;Other	0.671362	0.671362	0.671362	1	1	18	0	0	0.811753	0.000043	0.811753	0.000043	0	0.635067	0.00463	0.635067	0.00463	0	0	0.001256	0.001256	0.051991	0.051991	7	328
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other	0.814227	0.814227	0.814227	1	1	18	0	0	0.686045	0.001669	0.686045	0.001669	0	0.835227	0.000016	0.835227	0.000016	0	0	0.022773	0.022773	0.001003	0.001003	7	330
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__	0.782195	0.782195	0.782195	1	1	18	0	0	0.605423	0.007756	0.605423	0.007756	0	0.822314	0.000028	0.822314	0.000028	0	0	0.07336	0.07336	0.00152	0.00152	7	331
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	0.704556	0.704556	0.704556	1	1	18	0	0	0.608521	0.007366	0.608521	0.007366	0	0.688533	0.00158	0.688533	0.00158	0	0	0.070558	0.070558	0.025919	0.025919	7	333
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae	0.804683	0.804683	0.804683	1	1	18	0	0	0.949695	0	0.949695	0	0	0.841942	0.000012	0.841942	0.000012	0	0	0	0	0.000797	0.000797	7	337
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae	0.883679	0.883679	0.883679	1	1	18	0	0	0.869482	0.000003	0.869482	0.000003	0	0.888258	0.000001	0.888258	0.000001	0	0	0.000135	0.000135	0.000106	0.000106	7	345
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__GN04;c__GN15;o__;f__	0.749162	0.749162	0.749162	2	2	17	0	0	0.52597	0.024959	0.52597	0.024959	0	0.760331	0.00025	0.760331	0.00025	0	0	0.174301	0.174301	0.007398	0.007398	7	361
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__NC10;c__12-24;o__JH-WHS47;f__	0.825169	0.825169	0.825169	1	1	18	0	0	0.860359	0.000005	0.860359	0.000005	0	0.858915	0.000005	0.858915	0.000005	0	0	0.000206	0.000206	0.00042	0.00042	7	381
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__NC10;c__wb1-A12;o__;f__	0.729017	0.729017	0.729017	1	1	18	0	0	0.779071	0.000139	0.779071	0.000139	0	0.712487	0.000907	0.712487	0.000907	0	0	0.003211	0.003211	0.017836	0.017836	7	382
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__FW	0.855167	0.855167	0.855167	1	1	18	0	0	0.902269	0	0.902269	0	0	0.868353	0.000003	0.868353	0.000003	0	0	0.000021	0.000021	0.000283	0.000283	7	388
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Thermodesulfovibrionaceae]	0.88039	0.88039	0.88039	1	1	18	0	0	0.785758	0.000111	0.785758	0.000111	0	0.912752	0	0.912752	0	0	0	0.002677	0.002677	0.000022	0.000022	7	391
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Planctomycetes;c__ODP123;o__T8-B82;f__	0.815716	0.815716	0.815716	1	1	18	0	0	0.798663	0.000071	0.798663	0.000071	0	0.858028	0.000005	0.858028	0.000005	0	0	0.00186	0.00186	0.000434	0.000434	7	414
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__AKAU3564;f__	0.784063	0.784063	0.784063	1	1	18	0	0	0.805255	0.000055	0.805255	0.000055	0	0.833247	0.000018	0.833247	0.000018	0	0	0.00154	0.00154	0.001067	0.001067	7	418
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__MSBL9;f__	0.823045	0.823045	0.823045	1	1	18	0	0	0.933868	0	0.933868	0	0	0.844008	0.000011	0.844008	0.000011	0	0	0.000002	0.000002	0.000736	0.000736	7	422
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae	0.831791	0.831791	0.831791	1	1	18	0	0	0.847508	0.000009	0.847508	0.000009	0	0.844605	0.00001	0.844605	0.00001	0	0	0.000355	0.000355	0.000721	0.000721	7	479
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Gallionellales;f__Gallionellaceae	0.839237	0.839237	0.839237	1	1	18	0	0	0.88332	0.000001	0.88332	0.000001	0	0.878099	0.000002	0.878099	0.000002	0	0	0.000066	0.000066	0.000176	0.000176	7	494
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae	0.807817	0.807817	0.807817	1	1	18	0	0	0.806904	0.000052	0.806904	0.000052	0	0.80062	0.000066	0.80062	0.000066	0	0	0.001462	0.001462	0.00288	0.00288	7	500
