var1	var2	LS	lowCI	upCI	Xs	Ys	Len	Delay	pvalue	PCC	Ppcc	SPCC	Pspcc	Dspcc	SCC	Pscc	SSCC	Psscc	Dsscc	qvalue	Qpcc	Qspcc	Qscc	Qsscc	Xi	Yi
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	0.78262	0.78262	0.78262	1	1	18	0	0	0.833906	0.000017	0.833906	0.000017	0	0.766529	0.000207	0.766529	0.000207	0	0	0.000594	0.000594	0.006525	0.006525	160	340
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__Firmicutes;c__Clostridia;o__OPB54;f__	0.740993	0.740993	0.740993	1	1	18	0	0	0.651212	0.003418	0.651212	0.003418	0	0.727273	0.000626	0.727273	0.000626	0	0	0.039134	0.039134	0.013832	0.013832	160	351
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__GN04;c__GN15;o__;f__	0.787078	0.787078	0.787078	2	2	17	0	0	0.67577	0.002082	0.67577	0.002082	0	0.784496	0.000116	0.784496	0.000116	0	0	0.026968	0.026968	0.004339	0.004339	160	361
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__NC10;c__12-24;o__JH-WHS47;f__	0.749043	0.749043	0.749043	1	1	18	0	0	0.899906	0	0.899906	0	0	0.788004	0.000103	0.788004	0.000103	0	0	0.000025	0.000025	0.003974	0.003974	160	381
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__FW	0.925407	0.925407	0.925407	1	1	18	0	0	0.965689	0	0.965689	0	0	0.934918	0	0.934918	0	0	0	0	0	0.000003	0.000003	160	388
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Thermodesulfovibrionaceae]	0.854628	0.854628	0.854628	1	1	18	0	0	0.914452	0	0.914452	0	0	0.875	0.000002	0.875	0.000002	0	0	0.000009	0.000009	0.000207	0.000207	160	391
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__Planctomycetes;c__ODP123;o__T8-B82;f__	0.879426	0.879426	0.879426	1	1	18	0	0	0.914108	0	0.914108	0	0	0.881199	0.000001	0.881199	0.000001	0	0	0.000009	0.000009	0.00015	0.00015	160	414
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__AKAU3564;f__	0.776238	0.776238	0.776238	1	1	18	0	0	0.84788	0.000009	0.84788	0.000009	0	0.822314	0.000028	0.822314	0.000028	0	0	0.000349	0.000349	0.00152	0.00152	160	418
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__MSBL9;f__	0.90374	0.90374	0.90374	1	1	18	0	0	0.942917	0	0.942917	0	0	0.915246	0	0.915246	0	0	0	0.000001	0.000001	0.000018	0.000018	160	422
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae	0.883521	0.883521	0.883521	1	1	18	0	0	0.835672	0.000016	0.835672	0.000016	0	0.879133	0.000002	0.879133	0.000002	0	0	0.000558	0.000558	0.000168	0.000168	160	479
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Gallionellales;f__Gallionellaceae	0.861451	0.861451	0.861451	1	1	18	0	0	0.898517	0	0.898517	0	0	0.879587	0.000002	0.879587	0.000002	0	0	0.000027	0.000027	0.000164	0.000164	160	494
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae	0.845306	0.845306	0.845306	1	1	18	0	0	0.913481	0	0.913481	0	0	0.82748	0.000023	0.82748	0.000023	0	0	0.00001	0.00001	0.00129	0.00129	160	505
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SBla14;f__	0.803664	0.803664	0.803664	1	1	18	0	0	0.909242	0	0.909242	0	0	0.818088	0.000033	0.818088	0.000033	0	0	0.000013	0.000013	0.00174	0.00174	160	506
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;Other;Other	0.840945	0.840945	0.840945	1	1	18	0	0	0.606438	0.007627	0.606438	0.007627	0	0.889923	0.000001	0.889923	0.000001	0	0	0.072506	0.072506	0.000096	0.000096	160	509
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfarculales;f__Desulfarculaceae	0.841296	0.841296	0.841296	1	1	18	0	0	0.84951	0.000008	0.84951	0.000008	0	0.856034	0.000006	0.856034	0.000006	0	0	0.000326	0.000326	0.00047	0.00047	160	516
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae	0.762752	0.762752	0.762752	1	1	18	0	0	0.797842	0.000073	0.797842	0.000073	0	0.77686	0.000149	0.77686	0.000149	0	0	0.001906	0.001906	0.005193	0.005193	160	519
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;Other	0.799672	0.799672	0.799672	1	1	18	0	0	0.779646	0.000136	0.779646	0.000136	0	0.830579	0.00002	0.830579	0.00002	0	0	0.003162	0.003162	0.001171	0.001171	160	525
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae	0.8838	0.8838	0.8838	1	1	18	0	0	0.843326	0.000011	0.843326	0.000011	0	0.866598	0.000003	0.866598	0.000003	0	0	0.000419	0.000419	0.000305	0.000305	160	527
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae	0.836121	0.836121	0.836121	1	1	18	0	0	0.78294	0.000122	0.78294	0.000122	0	0.818182	0.000033	0.818182	0.000033	0	0	0.00289	0.00289	0.001735	0.001735	160	528
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Pelobacteraceae	0.909772	0.909772	0.909772	1	1	18	0	0	0.952216	0	0.952216	0	0	0.908058	0	0.908058	0	0	0	0	0	0.00003	0.00003	160	529
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae	0.831206	0.831206	0.831206	1	1	18	0	0	0.784216	0.000117	0.784216	0.000117	0	0.808269	0.000049	0.808269	0.000049	0	0	0.002794	0.002794	0.002333	0.002333	160	541
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae	0.862525	0.862525	0.862525	1	1	18	0	0	0.936266	0	0.936266	0	0	0.858472	0.000005	0.858472	0.000005	0	0	0.000001	0.000001	0.000426	0.000426	160	552
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophorhabdaceae	0.852307	0.852307	0.852307	1	1	18	0	0	0.833723	0.000017	0.833723	0.000017	0	0.909044	0	0.909044	0	0	0	0.000598	0.000598	0.000029	0.000029	160	554
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__211ds20	0.850096	0.850096	0.850096	1	1	18	0	0	0.856291	0.000006	0.856291	0.000006	0	0.840662	0.000013	0.840662	0.000013	0	0	0.000246	0.000246	0.000836	0.000836	160	566
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__OM60	0.740483	0.740483	0.740483	1	1	18	0	0	0.828186	0.000022	0.828186	0.000022	0	0.754268	0.000299	0.754268	0.000299	0	0	0.000726	0.000726	0.008376	0.008376	160	570
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae	0.798692	0.798692	0.798692	1	1	18	0	0	0.492145	0.038017	0.492145	0.038017	0	0.850207	0.000008	0.850207	0.000008	0	0	0.23591	0.23591	0.000586	0.000586	160	586
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae	0.874597	0.874597	0.874597	1	1	18	0	0	0.657656	0.003014	0.657656	0.003014	0	0.878882	0.000002	0.878882	0.000002	0	0	0.03556	0.03556	0.00017	0.00017	160	587
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__WS3;c__PRR-12;o__Sediment-1;f__CV106	0.804891	0.804891	0.804891	1	1	18	0	0	0.815503	0.000037	0.815503	0.000037	0	0.806837	0.000052	0.806837	0.000052	0	0	0.001115	0.001115	0.002434	0.002434	160	652
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__WS4;c__;o__;f__	0.858292	0.858292	0.858292	1	1	18	0	0	0.926795	0	0.926795	0	0	0.864529	0.000004	0.864529	0.000004	0	0	0.000003	0.000003	0.000335	0.000335	160	655
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	k__Bacteria;p__WWE1;c__[Cloacamonae];o__[Cloacamonales];f__SHA-116	0.837791	0.837791	0.837791	1	1	18	0	0	0.903996	0	0.903996	0	0	0.843963	0.000011	0.843963	0.000011	0	0	0.000019	0.000019	0.000738	0.000738	160	657
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__GCA004;f__	0.763631	0.763631	0.763631	1	1	12	0	0	0.613452	0.006778	0.613452	0.006778	0	0.634592	0.00467	0.634592	0.00467	0	0	0.066143	0.066143	0.052285	0.052285	161	222
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Thermodesulfovibrionaceae]	0.744891	0.744891	0.744891	1	1	12	0	0	0.621897	0.005859	0.621897	0.005859	0	0.606436	0.007627	0.606436	0.007627	0	0	0.059269	0.059269	0.070854	0.070854	161	391
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	k__Bacteria;p__Planctomycetes;c__ODP123;o__T8-B82;f__	0.816481	0.816481	0.816481	1	1	12	0	0	0.753603	0.000305	0.753603	0.000305	0	0.717977	0.000792	0.717977	0.000792	0	0	0.006002	0.006002	0.016251	0.016251	161	414
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__MSBL9;f__	0.689572	0.689572	0.689572	1	1	12	0	0	0.41872	0.083729	0.41872	0.083729	0	0.587246	0.010396	0.587246	0.010396	0	0	0.401823	0.401823	0.085433	0.085433	161	422
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Pelobacteraceae	0.754034	0.754034	0.754034	1	1	12	0	0	0.621815	0.005867	0.621815	0.005867	0	0.627011	0.005353	0.627011	0.005353	0	0	0.059326	0.059326	0.05706	0.05706	161	529
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__OM60	0.783565	0.783565	0.783565	1	1	15	0	0	0.702172	0.001159	0.702172	0.001159	0	0.734275	0.000521	0.734275	0.000521	0	0	0.01721	0.01721	0.012196	0.012196	161	570
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae	0.770819	0.770819	0.770819	1	1	17	0	0	0.762146	0.000236	0.762146	0.000236	0	0.694504	0.001383	0.694504	0.001383	0	0	0.004894	0.004894	0.023685	0.023685	161	587
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae	0.748047	0.748047	0.748047	1	1	12	0	0	0.8903	0.000001	0.8903	0.000001	0	0.684199	0.001738	0.684199	0.001738	0	0	0.000044	0.000044	0.027587	0.027587	161	597
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__ML635J-40	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__	0.682961	0.682961	0.682961	3	3	16	0	0	0.606151	0.007663	0.606151	0.007663	0	0.62302	0.005745	0.62302	0.005745	0	0	0.072772	0.072772	0.059557	0.059557	162	469
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	0.773139	0.773139	0.773139	2	2	17	0	0	0.832729	0.000018	0.832729	0.000018	0	0.739404	0.000454	0.739404	0.000454	0	0	0.000619	0.000619	0.011096	0.011096	164	165
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;Other	0.756883	0.756883	0.756883	2	2	17	0	0	0.824764	0.000025	0.824764	0.000025	0	0.687276	0.001625	0.687276	0.001625	0	0	0.000818	0.000818	0.026421	0.026421	164	204
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Saprospiraceae	0.723926	0.723926	0.723926	1	1	18	0	0	0.711114	0.000937	0.711114	0.000937	0	0.724359	0.000675	0.724359	0.000675	0	0	0.01457	0.01457	0.014549	0.014549	165	187
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	k__Bacteria;p__Chlorobi;c__BSV26;o__VC38;f__	0.787323	0.787323	0.787323	1	1	18	0	0	0.403111	0.09717	0.403111	0.09717	0	0.778647	0.000141	0.778647	0.000141	0	0	0.440764	0.440764	0.004983	0.004983	165	203
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;Other	0.81447	0.81447	0.81447	1	1	18	0	0	0.848066	0.000009	0.848066	0.000009	0	0.80021	0.000067	0.80021	0.000067	0	0	0.000347	0.000347	0.002912	0.002912	165	204
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7	0.774158	0.774158	0.774158	1	1	18	0	0	0.802305	0.000062	0.802305	0.000062	0	0.730672	0.000573	0.730672	0.000573	0	0	0.001674	0.001674	0.013029	0.013029	165	208
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__GCA004;f__	0.78165	0.78165	0.78165	1	1	18	0	0	0.765188	0.000216	0.765188	0.000216	0	0.76581	0.000212	0.76581	0.000212	0	0	0.004551	0.004551	0.006592	0.006592	165	222
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SJA-15;f__	0.677757	0.677757	0.677757	1	1	18	0	0	0.876771	0.000002	0.876771	0.000002	0	0.679464	0.001925	0.679464	0.001925	0	0	0.000093	0.000093	0.029571	0.029571	165	231
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__envOPS12;f__	0.760672	0.760672	0.760672	1	1	18	0	0	0.587243	0.010396	0.587243	0.010396	0	0.724733	0.000668	0.724733	0.000668	0	0	0.091101	0.091101	0.014465	0.014465	165	233
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Thermodesulfovibrionaceae]	0.824819	0.824819	0.824819	1	1	18	0	0	0.902751	0	0.902751	0	0	0.798971	0.00007	0.798971	0.00007	0	0	0.00002	0.00002	0.003	0.003	165	391
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Gallionellales;f__Gallionellaceae	0.74707	0.74707	0.74707	1	1	18	0	0	0.689077	0.001561	0.689077	0.001561	0	0.75169	0.000322	0.75169	0.000322	0	0	0.021668	0.021668	0.008818	0.008818	165	494
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae	0.702766	0.702766	0.702766	1	1	18	0	0	0.690205	0.001523	0.690205	0.001523	0	0.709851	0.000966	0.709851	0.000966	0	0	0.021245	0.021245	0.018653	0.018653	165	505
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;Other;Other	0.736703	0.736703	0.736703	1	1	18	0	0	0.644721	0.003869	0.644721	0.003869	0	0.716438	0.000823	0.716438	0.000823	0	0	0.043102	0.043102	0.01662	0.01662	165	509
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfarculales;f__Desulfarculaceae	0.77257	0.77257	0.77257	1	1	18	0	0	0.789936	0.000096	0.789936	0.000096	0	0.76052	0.000248	0.76052	0.000248	0	0	0.002385	0.002385	0.007372	0.007372	165	516
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae	0.686308	0.686308	0.686308	1	1	18	0	0	0.628616	0.005202	0.628616	0.005202	0	0.691198	0.001489	0.691198	0.001489	0	0	0.054064	0.054064	0.024889	0.024889	165	528
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Pelobacteraceae	0.753866	0.753866	0.753866	1	1	18	0	0	0.804574	0.000057	0.804574	0.000057	0	0.749229	0.000345	0.749229	0.000345	0	0	0.001567	0.001567	0.009223	0.009223	165	529
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae	0.749855	0.749855	0.749855	1	1	18	0	0	0.742439	0.000418	0.742439	0.000418	0	0.755447	0.000289	0.755447	0.000289	0	0	0.007695	0.007695	0.008188	0.008188	165	552
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae	0.75393	0.75393	0.75393	1	1	18	0	0	0.589419	0.010047	0.589419	0.010047	0	0.759592	0.000255	0.759592	0.000255	0	0	0.08893	0.08893	0.007508	0.007508	165	586
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__RF16	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__SB-1	0.772222	0.772222	0.772222	1	1	15	0	0	0.844739	0.00001	0.844739	0.00001	0	0.735295	0.000507	0.735295	0.000507	0	0	0.000396	0.000396	0.011958	0.011958	166	168
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__RF16	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__	0.788552	0.788552	0.788552	1	1	12	0	0	0.754944	0.000293	0.754944	0.000293	0	0.662989	0.00271	0.662989	0.00271	0	0	0.005818	0.005818	0.037169	0.037169	166	175
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__RF16	k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Saprospiraceae	0.759745	0.759745	0.759745	1	1	16	0	0	0.845825	0.00001	0.845825	0.00001	0	0.691835	0.001468	0.691835	0.001468	0	0	0.000378	0.000378	0.024654	0.024654	166	187
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__RF16	k__Bacteria;p__Chlorobi;c__BSV26;o__C20;f__	0.740563	0.740563	0.740563	1	1	14	0	0	0.487078	0.040355	0.487078	0.040355	0	0.683613	0.00176	0.683613	0.00176	0	0	0.245909	0.245909	0.027862	0.027862	166	201
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__RF16	k__Bacteria;p__Chlorobi;c__BSV26;o__VC38;f__	0.79117	0.79117	0.79117	1	1	13	0	0	0.554537	0.016924	0.554537	0.016924	0	0.761529	0.000241	0.761529	0.000241	0	0	0.130996	0.130996	0.007216	0.007216	166	203
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__RF16	k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__	0.715463	0.715463	0.715463	1	1	15	0	0	0.776263	0.000152	0.776263	0.000152	0	0.650724	0.00345	0.650724	0.00345	0	0	0.003449	0.003449	0.043333	0.043333	166	210
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__RF16	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae	0.755047	0.755047	0.755047	1	1	15	0	0	0.84351	0.000011	0.84351	0.000011	0	0.681264	0.001852	0.681264	0.001852	0	0	0.000416	0.000416	0.028814	0.028814	166	217
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__RF16	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__GCA004;f__	0.776356	0.776356	0.776356	1	1	15	0	0	0.815495	0.000037	0.815495	0.000037	0	0.684788	0.001716	0.684788	0.001716	0	0	0.001116	0.001116	0.027405	0.027405	166	222
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__RF16	k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__	0.730633	0.730633	0.730633	1	1	13	0	0	0.704523	0.001097	0.704523	0.001097	0	0.664486	0.002629	0.664486	0.002629	0	0	0.016469	0.016469	0.036427	0.036427	166	282
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__RF16	k__Bacteria;p__Fibrobacteres;c__TG3;o__TG3-1;f__TSCOR003-O20	0.790431	0.790431	0.790431	1	1	17	0	0	0.692378	0.00145	0.692378	0.00145	0	0.782987	0.000122	0.782987	0.000122	0	0	0.020465	0.020465	0.0045	0.0045	166	308
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__RF16	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	0.769908	0.769908	0.769908	1	1	16	0	0	0.821175	0.000029	0.821175	0.000029	0	0.698068	0.001275	0.698068	0.001275	0	0	0.000925	0.000925	0.02241	0.02241	166	332
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__RF16	k__Bacteria;p__NC10;c__12-24;o__JH-WHS47;f__	0.742152	0.742152	0.742152	1	1	15	0	0	0.682969	0.001785	0.682969	0.001785	0	0.63376	0.004741	0.63376	0.004741	0	0	0.023953	0.023953	0.052881	0.052881	166	381
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__RF16	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__FW	0.780706	0.780706	0.780706	1	1	16	0	0	0.864456	0.000004	0.864456	0.000004	0	0.730597	0.000574	0.730597	0.000574	0	0	0.00017	0.00017	0.013047	0.013047	166	388
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__RF16	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Thermodesulfovibrionaceae]	0.797174	0.797174	0.797174	1	1	16	0	0	0.823365	0.000027	0.823365	0.000027	0	0.731771	0.000557	0.731771	0.000557	0	0	0.000859	0.000859	0.012765	0.012765	166	391
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__RF16	k__Bacteria;p__Planctomycetes;c__ODP123;o__T8-B82;f__	0.798325	0.798325	0.798325	1	1	13	0	0	0.883236	0.000001	0.883236	0.000001	0	0.714152	0.000871	0.714152	0.000871	0	0	0.000066	0.000066	0.017334	0.017334	166	414
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__RF16	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Gallionellales;f__Gallionellaceae	0.713763	0.713763	0.713763	1	1	16	0	0	0.856849	0.000006	0.856849	0.000006	0	0.636958	0.004472	0.636958	0.004472	0	0	0.00024	0.00024	0.050898	0.050898	166	494
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__RF16	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;Other	0.712149	0.712149	0.712149	1	1	17	0	0	0.540749	0.020497	0.540749	0.020497	0	0.686671	0.001647	0.686671	0.001647	0	0	0.15069	0.15069	0.026689	0.026689	166	498
